id,status,name,slug,category,subCategory,tags,town,region,address,contactName,phone,whatsapp,email,website,facebook,instagram,openingHours,shortDescription,description,createdAt,approvedAt,approvedBy,shuffleSeed
eHHc3IgNsRCnpB59Fa0A,approved,פדיקור פרא רפואי למרותקי בית,pdykvr-pra-rpvay-lmrvtky-byt-mnr614dj,טיפולים ובריאות,,,עמיעד,,,לורין חורש,526698217,,Lorinhoresh@gmail.com,,,,,,"אחות מוסמכת עם ידע קליני ומקצועי בתחום הפצעים. מגיעה עד הבית לטיפולי פדיקור פרא רפואי לציפורניים ועור כף הרגל.  לסיעודיים, מרותקי בית,  קשישים, חולי סוכרת, אונקולוגיים וכו'  טיפול סטרילי בבית הלקוח,ה.  בנוסף, ידע בסטומה, ייעוץ רפואי, ליווי סיעודי למנותחים, שמירה פרטית בבית חולים.",2026-04-09T07:38:41.485Z,2026-04-09T07:58:56.697Z,sgolan20@gmail.com,356564447
nYsoGJuaTvQm8SW5h8SJ,approved,זלוטוגורה צורפות וקרמיקה,zlvtvgvrh-tzvrpvt-vkrmykh-mnr29l87,אומנות ועבודת יד,,,עמיר,,קיבוץ עמיר,עדי זלוטוגורה,054-4987039,,zloto.adi@gmail.com,https://Adizlotogora.com,https://www.facebook.com/?locale=he_IL,https://www.instagram.com/adi_zlotogora?igsh=aXc5MXdmdmR2cGhq,א-ה 9-13 בימי שלום במלחמה סגור,,"שמי עדי (תכשיט) זלוטוגורה (הר זהב), מאז ומתמיד מרגישה שנועדתי לעבודה עם המתכת והאדמה  אני חיה בכפר סאלד עם בן זוגי וארבעת ילדנו יוצרת תכשיטים וכלי קרמיקה בהשראת הדברים המרכזיים בחיי- מערכות יחסים והטבע שסביבי  הכלי שלי לעבד את המציאות הוא דרך עבודה עם הידיים העבודות שלי מחברות בין הפראי הגולמי והראשוני ,לבין העדין הפשוט והמלוטש",2026-04-09T05:53:19.279Z,2026-04-09T06:23:26.665Z,sgolan20@gmail.com,955364007
dKN8YU0v78NuE1zHbTNX,approved,בָּאלֶחֶם,balchm-mnrwsfue,חקלאות ומזון מקומי,,,עמיר,,"עמיר, כביש ראשי מול תחנת מד""א",אבישי בניה,502670700,,avis304@gmail.com,https://chat.whatsapp.com/ClVAx6I9i8vB1pXFLq3uQc,,https://www.instagram.com/ba.lechem/profilecard/?igsh=Y3BkejUwYmlwcWd4,"ימים שני, רביעי וחמישי 10:00-16:00, ימי שישי 10:00-13:00",,"לחמי מחמצת בעבודת יד, מקמח, מים ומלח בלבד. ללא חומרים משמרים, משפרי אפייה ותוספות מתועשות.   ימים ושעות הפעילות: ימים שני, רביעי וחמישי 10:00-16:00 ימי שישי 10:00-13:00  בכל יום אפייה מחדש, לחמי מחמצת, בגטים, בייגלה ירושלמי, קרקרים וגרנולה. בימי שישי נאפה בנוסף גם חלות ולחמניות. במקום תמצאו מגוון מוצרים משלימים מתוצרת מקומית: גבינות, ממרחים ומיצים טבעיים. מוזמנים בשמחה",2026-04-09T20:07:47.611Z,2026-04-09T20:20:58.512Z,sgolan20@gmail.com,796881101
IcHZvBOF6yqOzLNcFqaq,approved,ספירלה,spyrlh-mnqwixv8,טיפולים ובריאות,,,עמיר,,קיבוץ עמיר,אריאלה אליק לב,050-843-4464,,ariela.elik@gmail.com,,,,בתיאום מראש,,"סדנאות טבילה באמבט קרח, כולל סאונה ונשימות. נשימה מעגלית אישית וקבוצתית",2026-04-09T03:12:36.817Z,2026-04-09T04:12:21.557Z,sgolan20@gmail.com,456116504
UdaiFlvluaHplWqmerNZ,approved,"""מעיונה"" בית קפה מקומי",mayvnh-byt-kph-mkvmy-mnr5xqlu,מסעדנות וקייטרינג,,,עמיר,,קיבוץ עמיר,מעיין,504434301,504434301,maayancakes@gmail.com,https://Www.maauna.com,https://Maayuna.cakes1,https://maayuna.cafe,א-ה 8:00-14:00 ו 8:00-13:00,,"""מעיונה"" בית קפה מקומי, גלילי בקיבוץ עמיר. ב""מעיונה"" תהנו מארוחות בוקר, כריכים, סלטים, טוסטים , קינוחים ןקפה משובח. הכל מיוצר במקום מחומרי גלם טריים ומשובחים.  א-ה: 8:00-14:00 ו: 8:00-13:00 ניפגש❤️",2026-04-09T07:36:03.049Z,2026-04-09T07:59:04.455Z,sgolan20@gmail.com,756978428
hZneyDRS9VYu2b0LQ48H,approved,רז שלו סטודיו לגיטרה,rz-shlv-stvdyv-lgytrh-mnr26w96,קורסים וסדנאות,,,עמיר,,"הסטודיו לגיטרה, קיבוץ עמיר",רז שלו,506930403,,razshalev.music@gmail.com,https://www.raz-guitar.com,https://www.facebook.com/RazShalevGuitarLessons/,https://www.instagram.com/razon.guitar/,"א-ה, 10:00-20:00",,"סדנאות גיטרה בקבוצות קטנות. קורסים דיגיטליים אונליין ללימוד גיטרה מכל מקום, בכל זמן. החזון שלי הוא לאפשר לכל ילד ואדם לגלות את הכוכב שבו ולפרוץ גבולות בחיים בעזרת הגיטרה והמוזיקה.",2026-04-09T05:51:11.234Z,2026-04-09T06:23:30.450Z,sgolan20@gmail.com,136672218
jT6pHYAZiCq9ZLr7GNIT,approved,צימרים יזרעאלי,tzymrym-yzraaly-mnrbt49y,תיירות ואירוח,,,עמיר,,קיבוץ עמיר,מאיר,523793377,,meiriz@amir.org.il,https://zimer-amir.info,,,Aug-23,,"שני צימרים, אחד משפחתי עד 6 איש 90 מ""ר והשני זוגי. צימרים ברמה גבוהה, כמעט חדשים",2026-04-09T10:20:25.336Z,2026-04-09T10:22:11.686Z,sgolan20@gmail.com,903256153
HprqLtZjQcLjAlEq3y4Y,approved,Sweet Noa,sweet-noa-mnrdyi03,מסעדנות וקייטרינג,,,צבעון,,"קיבוץ צבעון, 85",נועה,532745557,,Noa210695@gmail.com,https://share.google/KwnSDvMHIOV7DiKUn,https://www.instagram.com/sweet__noa__?igsh=MWpybnMyeW0yc2dxcw==,https://www.instagram.com/sweet__noa__?igsh=MWpybnMyeW0yc2dxcw==,"א-ה, לפני הזמנה",,"קונדיטוריית בוטיק, קינוחים בעבודת יד . סדנאות אפייה, עוגות מעוצבות, שולחנות קינוחים  וכאן להמתיק כל אירוע 🌸",2026-04-09T11:20:35.934Z,2026-04-09T11:25:38.555Z,sgolan20@gmail.com,982645138
bwidPJEZxV37IGGzRQ6f,approved,שני פילאטיס PROFiT,shny-pylatys-profit-mnqyo1no,אחר,,,צוריאל,,מושב צוריאל רחוב נקטרינה,שני ישראל,528013110,543122345,shaniisrael28@gmail.com,,https://www.facebook.com/share/1H4hvv3foA/?mibextid=wwXIfr,https://www.instagram.com/shani_israelll?igsh=NHFybmU5MW8ydXd0,"א-ה 8-19, ו 8-19, שבת 20-22",,סטודיו בוטיק לפילאטיס מכשירים מזרן בר אימונים פונקציונאליים יוגה ערסל באווירה אינטימית  כאן תמצאו את המקום להתנתק ולהיכנס למרחב בתנועה,2026-04-09T04:12:33.805Z,2026-04-09T04:21:39.700Z,sgolan20@gmail.com,739836173
Yjt1hwilgh99TiffZUJP,approved,שיח השדה אומנות בעץ,shych-hshdh-avmnvt-batz-mnrcne4h,אומנות ועבודת יד,,,צפת,,התבור 23 צפת,מאיר חברון,525438887,525438887,efrathevron8@gmail.com,https://www.etsy.com/shop/JudaicaM,,,9:00-19:00,,"שיח השדה הנו עסק משפחתי ייחודי המציע מוצרי עץ מלאכת יד ובגימור גבוה.  אנו מציעים בעיקר בתי מזוזה יחודיים בשילוב גולדפילד ואבני חן.  הענפים נאספו מעצי זית שקד ואחירותם, בהרי הגליל, כמובן לאחר שהתייבשו או נפלו לארץ.  אנו מקפידים לשמר את הטבע במיטבו, ולכן, כדי להגיע למראה ולעיצוב של בית המזוזה נעשתה  חשיפה עדינה, עיצוב השין ןמריחת הלכה. מכיוון שלכל ענף יש מראה יחודי משלו אין בית מזוזה אחד דומה למשנהו. השין הוא יחודי ומשתלב במראה הטבעי של העץ. תוספת התכשוט נותנת לבית המוזה יופי ועדינות. בית המזוזה הייחודי יתן לביתכם קדושה, חמימות וביתיות. מוזמנים ליצור קשר ונסייע בשמחה. ניתן גם להזמין פריטים בהזמנה אישית. ניתן להזמין סדנה משפחתית וליצור בעצמכם את בית המזוזה שלכם. ניתן גם ליצור עוד מוצרים. במלאי שלנו קיימים עוד בתי מזוזה שאינם מופיעים באתר. נשמח שתיצרו קשר.",2026-04-09T10:43:57.263Z,2026-04-09T11:07:36.715Z,sgolan20@gmail.com,433118376
s8sufHPb4PaVrTdlT8AN,approved,חדר חידות צפת / בייגלס אנד לוקס סטודיוס,chdr-chydvt-tzpt-byygls-and-lvks-stvdyvs-mnrl0kvm,אחר,,,צפת,,"רחוב הפלמ""ח 55, צפת",אסתר או מייקל,055-9182207,,info@safedpuzzleroom.com,https://safedpuzzleroom.com/hebrew או https://bagelsandlocks.com/%d7%a2%d7%91%d7%a8%d7%99%d7%aa/,https://www.facebook.com/SafedPuzzleRoom,https://www.instagram.com/bagels_and_locks_studios,,,"אנחנו מפעילים חדר בריחה עם ערך מוסף בצפת הקסומה וגם באונליין! בחדר הפרונטלי, אנחנו מקבלים קבוצות בכל גודל מ2 עד 40 משתתפים. בחדר הבריחה המקוון, בנינו פלטפורמה שמאפשרת חיבור למשחק מכמה מקומות, אפשרות לתחרויות, וגם בחירת דרגת הקושי. הכל ערכי וכייפי וייחודי! בואו לגלות את סודותיה של צפת הקסומה בחדר הבריחה של חדר חידות צפת או במחשב שלכם בבית!",2026-04-09T14:38:09.937Z,2026-04-09T15:07:11.494Z,sgolan20@gmail.com,762290428
VLFxz2Wt6z3bRJEBnJP2,approved,בראשית צלמים,brashyt-tzlmym-mnqjeb8n,אירועים וצילום,,,צפת,,ירושלים 36 צפת,סער כהן,504009230,504009230,saar50000@walla.co.il,https://bereshit1.site123.me/,,,,,"כל סוגי הצילום והארועים ,מגנטים , סטילס,וידאו,רחף,רחפן, חתונות,בר/בת מצווה, עליה לתורה,ברית ועוד",2026-04-08T21:05:05.037Z,2026-04-08T21:05:10.012Z,sgolan20@gmail.com,454204908
t9w5KthU012fy9xRKPiV,approved,איילון טורס-שירותי הסעות,ayylvn-tvrs-shyrvty-hsavt-mnr5kyjq,רכב ושירות,,,צפת,,,אבי סגל,054-469-2933,,,,https://www.facebook.com/share/1GyAyEpaE7/?mibextid=wwXIfr,https://www.facebook.com/share/1GyAyEpaE7/?mibextid=wwXIfr,,,"״איילון טורס״ שירותי הסעות לכל חלקי הארץ 24/6 ביממה לכל צורך: מוסדןת,פרטיים,עסקים,אירועים,נסיעות מזדמנות וכיו״ב. צי רכבים חדש ומגוון-מוניות,מיניבוסים ואוטובוסים.",2026-04-09T07:26:06.839Z,2026-04-09T07:32:46.376Z,sgolan20@gmail.com,198007478
QsyCODrdxuHRhPFiSVo7,approved,הפתעה בטבע,hptah-btba-mnr7xah6,אחר,,,קדמת צבי,,קדמת צבי משק 17,רון / סיגלית,546700906,555562901,sigik777@gmail.com,https://sigik777@gmail.com,https://www.facebook.com/share/16d5X7WnSA/,https://haftaabateva.co.il/?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAb21jcAREQx1leHRuA2FlbQIxMQBzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacS0YD77rmdIWqSEy3ymDgNwS9g-nHPPs7huVMubhQe8u39QOutsCiXuyoO7Q_aem__vtyiikKU3qtyOiPp2ynlg,בתיאום מראש,,הפקת אירועים מא'-ת   בעיקר חתונות ואירועים לחברות.,2026-04-09T08:31:42.498Z,2026-04-09T08:53:42.491Z,sgolan20@gmail.com,294555288
l3jqOqHMNvKLu8TpOwlK,approved,Secondfloor,secondfloor-mnr8phbo,תיירות ואירוח,,,קדמת צבי,,רח חיספין 11 קצרין,יעל אוזן,503452984,,Yaelzu23@gmail.com,,https://www.instagram.com/second_floor11?igsh=eW9od20zazF0ODF5,https://www.instagram.com/second_floor11?igsh=eW9od20zazF0ODF5,,,"בלב קצרין מרכז רמת הגולן, מחכה לכם חוויית אירוח ייחודית ומפנקת ב־Secondfloor. הצימר מעוצב בקפידה עם חשיבה על כל פרט קטן כדי להעניק לכם חופשה נוחה, אינטימית ומלאת סטייל  המקום המושלם למי שמחפש רוגע, טבע ואוויר צלול. מה מחכה לכם אצלנו?  ג׳קוזי פרטי מפנק  פינת ישיבה עם מדורה במרפסת –מושלם לערבים קרירים  אפשרות להזמין שיעור יוגה פרטי לחוויה מרגיעה במיוחד פינוקים קטנים מהבית שמוסיפים קסם אישי קרבה למסלולי טיול ונופים עוצרי נשימה של הגולן",2026-04-09T08:53:36.562Z,2026-04-09T08:53:38.941Z,sgolan20@gmail.com,93161251
7EdocbWUD3wKcNopvfaV,approved,גל כוכבא,gl-kvkba-mnr56i8o,אחר,,,קלע אלון,,לא,גל כוכבא,543352735,543352735,agamprojects2025@gmail.com,https://www.facebook.com/share/18UkW7s3k3/,https://www.facebook.com/share/18UkW7s3k3/,https://www.instagram.com/agamprojects2025?igsh=OTFwYXVqejNqenpm,,,"יש לי שני צימרים במצוק עורבים  יש לי עסק של גינון ,תכנון, הקמה,תחזוקה,גיזום , פרויקטים, ויש לי משק חקלאי קטן במושב כחל בו אני מגדל מנגו רימונים וליצ'י",2026-04-09T07:14:53.349Z,2026-04-09T07:25:34.542Z,sgolan20@gmail.com,465117587
wsb1GLersuTne3EOEnFR,approved,ג'לטו דה רחלה,gltv-dh-rchlh-mnug6b45,קורסים וסדנאות,,,קלע אלון,,קלע אלון 127,רחלה כראדי אלוש,507560738,507560738,bobarachel@walla.com,,,,"א-ה 16:00-23:00 יום שישי 14:00-חצי שעה לפני כניסת שבת, שבת חצי שעה מצאת השבת עד 23:00",,"גלידריה בוטיק ביתית בישוב קלע אלון בצפון רמת הגולן, כל הטעמים נעשים במתכון איטלקי מסורתי עתיק, ללא צבעי מאכל או חומרים משמרים ורצוי לבקש טעימות בלי להתבייש, אפשר לשבת בחצר או באוהל המחומם ולרצוי לתאם סדנת גלידה מראש,  קצת על עצמי: כבר מעל ל30 שנה שאני מייצרת גלידות באהבה, הגשמתי את חלום חיי ופתחתי את גלידריה הביתית התחלתי לעשות לסדנאות גלידה לילדים ונוער, אני רואה את התשוקה של כולם למען הקפוא המופלא ומתרגשת כל פעם מחדש. אז כולם מוזמנים לטעימות ולהנות אצלנו בחצר בקלע אלון 0507560738רחלה",2026-04-11T14:45:57.702Z,2026-04-11T15:16:55.718Z,sgolan20@gmail.com,99418057
2TPnAxms2Wiot3iCn1Fh,approved,קצבית שניידר,ktzbyt-shnyydr-mnveha7t,אחר,,,קצרין,,קצרין,יוחאי,537144853,,,,,,,,קצביה מובחרת למוצרי בשר,2026-04-12T06:46:16.251Z,2026-04-12T08:40:49.280Z,sgolan20@gmail.com,807053826
ibaEkJK9yGlAolmraE9H,approved,המחדשים- ניקיון ברמה אחרת,hmchdshym-nykyvn-brmh-achrt-mnrobuwu,אחר,,,קצרין,,קצרין,סימה מהמחדשים,052-7076504,527076504,simapererz10@gmail.com,,,,7:00-20:00,,"אנחנו חברת ניקיון, בשירותנו, ניקיון מתקדמים לאחר בניה ושיפוץ ודירות מעבר, התמחות בפוליש קריסטל וניקוי ריפודים מקצועי. ניסיון, אמינות ותוצאות שמדברות בעד עצמן",2026-04-09T16:10:54.901Z,2026-04-09T16:21:33.905Z,sgolan20@gmail.com,654738608
CXcTikLvzmaBabuqyWVW,approved,הראל פפו אמן חושים,hral-ppv-amn-chvshym-mnrk2arv,תיירות ואירוח,,,קצרין,,,דליה פפו מנהלת אישית ומשרד,544423555,,harel@free-mind.co.il,https://www.free-mind.co.il,https://www.facebook.com/Harel.Papo.Mentalist,https://www.instagram.com/harelpapo?igsh=YWVqd2JqeGtzamU3,,,"הראל פפו אמן חושים וטלפתיה מוכר ומצליח מזה כ-30 שנה. עם כישרון ייחודי, אישיות מרתקת והופעות בארץ ובעולם, תהיו בטוחים שאמן החושים הראל פפו ישאיר רושם מתמשך גם על האורחים שלכם ויהפוך את האירוע שלכם לבלתי נשכח. עם המופע למבוגרים  ולנוער בשם מחשבות קורע/אות והמופע לכל המשפחה בשם מג'יק והחוש השישי.",2026-04-09T14:11:29.415Z,2026-04-09T14:12:46.188Z,sgolan20@gmail.com,941892795
0wvimz01E4gMV1uKbAfK,approved,!א.א צילום תיעוד של אתרי בנייה בטיים לאפס,aa-tzylvm-tyavd-shl-atry-bnyyh-btyym-laps-mnrnvdvo,אחר,,,קריית שמונה,,הרצל 90 קרית שמונה,רותם,502256866,502256866,timelapseit11@gmail.com,https://timelapseit.co.il/,https://www.facebook.com/share/1DxywdNou5/,https://www.instagram.com/timelapse.it_?igsh=MTh6dWR6eXllZHVteQ==,כל יום חגיגה באינטרוואל,,"TimelapseIT, בניהול רותם גולן, מתמחה בתיעוד פרויקטי בנייה באמצעות צילום טיימלאפס מקצועי. החברה מתקינה באתר מצלמות אוטונומיות הפועלות על סוללה ופאנל סולארי עם תקשורת סלולרית, כך שאין צורך בחשמל או אינטרנט באתר. המצלמות מצלמות תמונות בפרקי זמן קבועים לאורך חודשי הבנייה, ומהן נוצרים סרטוני טיימלאפס המציגים את כל תהליך הבנייה מהתחלה ועד הסיום. הלקוחות יכולים לצפות בלייב באתר ובחומרים אחורה בזמן דרך אפליקציה. במהלך הפרויקט מופקים סרטוני התקדמות ובסופו סרטון מסכם מרשים. השירות מתאים לקבלנים, יזמים ורשויות המעוניינים לתעד את הפרויקט, להציג התקדמות וליצור חומר שיווקי איכותי שמספר את סיפור הבנייה.",2026-04-09T15:58:11.075Z,2026-04-09T16:21:36.519Z,sgolan20@gmail.com,139676264
5D9rO1pWgPMWO46VzsV0,approved,המנעולן מוסרי,hmnavln-mvsry-mnraka4p,אחר,,,קריית שמונה,,דוד סלינגר 1,דרור מוסרי,502412082,,drorkey5@gmail.com,,https://www.facebook.com/share/1DwYN6vqtD/,,,,"שכפול מפתחות לבית ולרכב שרותי פריצה, מנעולים, צילינדרים, כספות",2026-04-09T09:45:33.757Z,2026-04-09T09:52:46.878Z,sgolan20@gmail.com,526225362
7NMwAnwmzjyJZ0xrC1JD,approved,מורגל-מעבדה לתיקון מכונות קפה,mvrgl-mabdh-ltykvn-mkvnvt-kph-mnr5gjgd,אחר,,,קריית שמונה,,טרופלדור 9,שמעון מויאל,502854119,,morgalsm@gmail.com,,,,09:-14:00,,מעבדה לתיקון מכונות קפה בתייות שרות אמין וזריז  תיאום הגעה טל 052854119,2026-04-09T07:22:40.092Z,2026-04-09T07:24:58.842Z,sgolan20@gmail.com,88177344
8AIsPQZ9gweHHksCh2Jb,approved,מינימרקט נועם,mynymrkt-nvam-mnrbsyhh,אחר,,,קריית שמונה,,רחוב ברל קרית שמונה.עשר חנויות,דוד כהן,526414353,,,,,,כל היום פתוח.,,אנחנו בעלי מכלת עם מגוון גדול של סחורה.מזון ירקות פירות בשר חומרי ניקוי,2026-04-09T10:20:17.211Z,2026-04-09T10:22:18.443Z,sgolan20@gmail.com,244998527
A7JvQ5a3lroyWUAuahiV,approved,מותק קונדיטוריה ביתית,mvtk-kvndytvryh-bytyt-mnrczms2,אחר,,,קריית שמונה,,,מורן לנקרי,547588440,,bmor033@gmail.com,https://www.instagram.com/moran_motek_lankri?igsh=YmVsZHB5N3p4dXF1,,https://www.instagram.com/moran_motek_lankri?igsh=YmVsZHB5N3p4dXF1,א-ה-9:00-18:00 יום ו 9:00-13:00,,"יצירת עוגות מעוצבות בהתאמה אישית, קינוחים מוקפדים מחומרי גלם איכותיים, והקמת שולחנות קינוחים מרשימים שמוסיפים טאץ’ ייחודי לכל אירוע – ימי הולדת, חינות, בר/בת מצווה, אירועי חברה וחגיגות משפחתיות. בנוסף, מועברות סדנאות מתוקות וחווייתיות לקבוצות, המשלבות יצירה, למידה והמון הנאה",2026-04-09T10:53:28.748Z,2026-04-09T11:07:34.807Z,sgolan20@gmail.com,472565304
BKHYhv9kLAZlQ0w051Kq,approved,בני אורטופדיה,bny-avrtvpdyh-mnvq4heo,אחר,,,קריית שמונה,,ארלוזורוב 6 קריית שמונה,בני אליהו,052-2255645,,ortopedia5555@gmail.com,https://bortho.co.il,https://www.facebook.com/share/1B798EqPAG/,,09:00-14:00,,"השירותים שלנו: מספקים אביזרים אורטופדיים, מדרסים בהתאמה אישית,  הנעלה מקצועית, ועובדים בהסדר עם קופות החולים. מגיע עד לבית הלקוח בכל רחבי הצפון.",2026-04-12T12:12:14.894Z,2026-04-12T12:17:35.340Z,sgolan20@gmail.com,180279134
HacDVG5CF7JDBvyoRTCE,approved,הובלות קטנות עם חיוך גדול,hvblvt-ktnvt-am-chyvk-gdvl-mnr573qs,אחר,,,קריית שמונה,,,שרון אוחנה,527507094,,sharon29101973@gmail.com,https://www.d.co.il/80350661/35840/,https://www.facebook.com/share/18cJJuZL2N/?mibextid=wwXIfr,https://www.instagram.com/sharon_ohana_1?igsh=dXpubTdwdG01eXZx,,,"עוברים דירה? צריכים להעביר ציוד?* 🚚   *בלי לחץ ובלי כאב ראש – רק עם חיוך גדול!*  עם *שרון אוחנה – הובלות קטנות עם חיוך גדול*,   המעבר שלכם הופך ליום הכי רגוע בשבוע ✅  🔹 הובלות דירות, משרדים ועסקים   🔹 פירוק והרכבה של כל סוגי הרהיטים   🔹 עטיפה מקצועית ושמירה על כל פריט   🔹 שירותי אחסנה נקיים ובטוחים   🔹 צוות מקצועי, אדיב ומדויק – מגיע בזמן ועובד בראש שקט   🔹 מחירים נוחים ושקופים – בלי הפתעות    📦 כי מעבר דירה לא חייב להיות מלחיץ – אנחנו עושים את כל העבודה בשבילכם.   *אתם רק נכנסים לבית החדש בראש שקט!*  📞 לקבלת הצעת מחיר מהירה:   *052-750-7094*  📱 או שלחו הודעה בוואטסאפ:   [0527507094 שרון ]  *הובלות קטנות עם חיוך גדול – כי מגיע לכם שירות מהלב ❤️*",2026-04-09T07:15:20.405Z,2026-04-09T07:25:12.823Z,sgolan20@gmail.com,32554137
JHb7QrVOLJzEORCB6r1f,approved,״סוד החשמל״- הסוד הוא בחיבור,svd-hchshml-hsvd-hva-bchybvr-mnqjgugc,אחר,,,קריית שמונה,,,עידו,548887045,,ido@sod-hashmal.com,,https://www.facebook.com/share/1K2AmSvYcP/?mibextid=wwXIfr,,א-ה 8:00-18:00,,עבודות חשמל לבית לעסקים ולתעשייה(מפעלים)   שירותים: - תיקון תקלות חשמל וקצרים   - לוחות חשמל והגדלת חיבור   - התקנת תאורה ותשתיות   - עמדות טעינה לרכב חשמלי   - בדיקות חשמל ותחזוקה שוטפת   - עבודות חשמל כלליות  -עבודות פיקוד ובקרה תהליכית,2026-04-08T21:07:03.596Z,2026-04-08T21:13:20.825Z,sgolan20@gmail.com,83544375
MfljsuSsHy6ztM1zogpJ,approved,תיעוד תהליכי בנייה בטיים לאפס,tyavd-thlyky-bnyyh-btyym-laps-mnr057st,אחר,,,קריית שמונה,,פינת ההצלחה 12,רותם גולן,502256866,502256866,info@golanstudio.co.il,https://Timelapseit.co.il,https://www.facebook.com/share/1Dx76sEAtQ/,https://www.instagram.com/timelapse.it_?igsh=MTh6dWR6eXllZHVteQ==,,,"TimelapseIT, בניהול רותם גולן, מתמחה בתיעוד פרויקטי בנייה באמצעות צילום טיימלאפס מקצועי. החברה מתקינה באתר מצלמות אוטונומיות הפועלות על סוללה ופאנל סולארי עם תקשורת סלולרית, כך שאין צורך בחשמל או אינטרנט באתר. המצלמות מצלמות תמונות בפרקי זמן קבועים לאורך חודשי הבנייה, ומהן נוצרים סרטוני טיימלאפס המציגים את כל תהליך הבנייה מהתחלה ועד הסיום. הלקוחות יכולים לצפות בלייב באתר ובחומרים אחורה בזמן דרך אפליקציה. במהלך הפרויקט מופקים סרטוני התקדמות ובסופו סרטון מסכם מרשים. השירות מתאים לקבלנים, יזמים ורשויות המעוניינים לתעד את הפרויקט, להציג התקדמות וליצור חומר שיווקי איכותי שמספר את סיפור הבנייה.",2026-04-09T04:53:58.892Z,2026-04-09T05:36:02.733Z,sgolan20@gmail.com,2801213
VmTfK84EhikJVEV0js1O,approved,חשמל מאדים שיווק,chshml-madym-shyvvk-mnrdjual,אחר,,,קריית שמונה,,הורדים 39,מאור,507771072,,maor2311@gmail.com,,,,,,ציןד לבתי מלון גופי תאורה ציןד לבית,2026-04-09T11:09:11.918Z,2026-04-09T11:25:41.947Z,sgolan20@gmail.com,48670187
b175nBMSNsUAjYp16Ke8,approved,יין בעיר קרית שמונה,yyn-bayr-kryt-shmvnh-mnrvj61m,אחר,,,קריית שמונה,,ביג קרית שמונה,יקיר בן שיטרית,508336612,508336612,,,,,,,חנות יינות משבוחים ואלכוהול מכול הסוגים . העסק מייצג יקבים המובילים כולל בצפון   אשמח לספק שרות לכל רחבי הארץ,2026-04-09T19:35:15.303Z,2026-04-09T20:21:03.521Z,sgolan20@gmail.com,811056921
bxZPgkWk4UWUu9azUwnS,approved,סטודיו תמר STUDIO TAMAR,stvdyv-tmr-studio-tamar-mnqj8peo,אחר,,,קריית שמונה,,"כיכר צה""ל 90, קריית שמונה",יעל,053-8802024,053-8802024,tamarisashar@gmail.com,https://www.studiotamar.com,https://www.facebook.com/studiotamarisashar/,https://www.instagram.com/studiotamar_yaelicheyisashar?igsh=bmpqdnp3dDV0amg5,08:30-15:00,,"מתמחים במתנות ומארזים בעיצוב אישי, צנצנות תבלינים ממותגות, הדפסות על מגוון חומרים כמו: בלוק עץ, קנבסים, רולאפים, כוסות, מגבות, חולצות וכו'..  שירות משלוחים לכל הארץ אתר - www.studiotamar.com כרטיס ביקור - https://www.zeepcard.co.il/tamar",2026-04-08T21:00:43.817Z,2026-04-08T21:05:07.127Z,sgolan20@gmail.com,601543677
iUtmyQ3QWVGbKRWuU5j7,approved,ערד טקסטיל קרית שמונה,ard-tkstyl-kryt-shmvnh-mnr0nr6x,אחר,,,קריית שמונה,,המכבים 10 קרית שמונה,"נועם כהן, עופרי כהן",507379248,507379248,bluejeans005@gmail.com,https://www.instagram.com/arad_textile_kiryat8?igsh=MWQ0eWxzMHdndHpq,https://www.facebook.com/arad.textil.kiryat8,https://www.instagram.com/arad_textile_kiryat8?igsh=MWQ0eWxzMHdndHpq,"א-ה 09:30 - 19:00 , ו 09:00-14:00",,"לאחר שחזרנו מהפינוי הארוך, החלטנו שלא נכון לנו להמשיך את העסק המשפחתי הוותיק ""בלו ג'ינס"" בעת הזו, חיפשנו להיות זכיינים של חברה, מתוך רשתות רבות שסירבו בנימוס להגיע לקרית שמונה, ערד טקסטיל היחידים שהושיטו לנו יד וצעדו איתנו יחד אל עבר פתיחת סניף בקרית שמונה. בינואר השנה נפתח הסניף, היה פעיל כחודשיים וחצי עד הרגע שכבר לא היה ניתן להפעילו בעקבות המצב הביטחוני. אנו מוכרים את כל הטקסטיל לבית ולצימר - מצעים, מגבות, כריות, שמיכות קיץ, שמיכות פוך, חלוקים, שטחי מטבח, מגבות מטבח ועוד... ניתן לבצע הזמנות של מארזי מתנה לאירגונים שונים  ויש לנו את היכולת להשתתף בירידים שאליהם נוזמן בעיקר בצפון הארץ.",2026-04-09T05:08:19.538Z,2026-04-09T05:35:49.952Z,sgolan20@gmail.com,54188761
